Name,Category,ProductCode_เดิม,รหัสที่สกัดได้,Supplier(P-xx),ชั้นราคา,พบจาก,ตรงแคตตาล็อก,สถานะ
สมุดโน๊ตอัจฉริยะ (Notebook Powerbank) THD004,Gift Set,,THD004,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
ขวดน้ำสูญญากาศพร้อมมีหน้าจอแสดงอุณหภูมิ BT00-0,Gift Set,,BT00-0,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
Video Notebook Power Bank สมุดไดอารี่อัจฉริยะ ชาร์จมือถือแบบไร้สาย เล่,Gift Set,,TNP07,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
ร่ม + ขวดน้ำสูญญากาศ + ปากกา + สมุดโน๊ต A5  TPH00-4(P-06),Gift Set,,TPH00-4,P-06,,ชื่อ/คำอธิบาย,TPH00-4,ตรงแคตตาล็อก (set)
กล่องเหล็ก P-10 ขนาด 115*85*22 mm,Flash Drive,,,,,,,วัสดุแพ็กเกจ
กล่องเหล็ก P-12 ขนาด 115*85*22 mm,,,,,,,,วัสดุแพ็กเกจ
ขวดน้ำสูญญากาศ มีหน้าจอแสดงอุณหภูมิ + เครื่องนวดคอ + เพาเวอร์แบงค์ TBP,Gift Set,,TBP03-3,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
กล่องไม้ เลเซอร์โลโก้ 1 ตำแหน่ง,,,,,,,,บริการ/ค่าใช้จ่าย ไม่ใช่สินค้า
ชุดของขวัญในกล่องพรีเมี่ยม 3 ชิ้น  TPY00-3,Gift Set,,TPY00-3,,,code เปล่า,TPY00-3,ตรงแคตตาล็อก (set)
กล่องเหล็ก P-07  ขนาด 80*38*20,Flash Drive,,,,,,,วัสดุแพ็กเกจ
ชุดของขวัญในกล่องพรีเมี่ยม 2 ชิ้น  TPD01,Gift Set,,TPD01,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
Magnetic Wireless Charging Powerbank,Other,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ส่วงงวาสสง,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
กล่องพลาสติกใส ฝาแม่เหล็ก P-02 ขนาด 95*45*20 mm,Flash Drive,,,,,,,วัสดุแพ็กเกจ
ค่าบล็อก,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ค่าสกรีน,,,,,,,,บริการ/ค่าใช้จ่าย ไม่ใช่สินค้า
กล่องเหล็กฝาทึบ(ฝาติดกับกล่อง) P-11 ขนาดเล็ก,,,,,,,,วัสดุแพ็กเกจ
กล่องเหล็กฝาทึบ (ฝาแยกกับกล่อง),,,,,,,,วัสดุแพ็กเกจ
สายรัดข้อมือเรืองแสง สีแดง,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
สายรัดข้อมือเรืองแสง สีเหลือง,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
สายรัดข้อมือเรืองแสง สีเขียว,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
หูฟังไร้สาย,Other,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
กล่องกระดาษอาร์ตมันสีขาว,,,,,,,,วัสดุแพ็กเกจ
เพาเวอร์แบงค์ + ร่ม+เครื่องนวดคอ+ขวดน้ำสูญญากาศ TSQ06-4,Gift Set,,TSQ06-4,,,code เปล่า,TSQ06-4,ตรงแคตตาล็อก (set)
ไดร์เป่าผม with concentrator nozzle + ร่มอัตโนมัติ TCS00-2,Gift Set,,TCS00-2,,,code เปล่า,TCS00-2,ตรงแคตตาล็อก (set)
สมุดโน๊ตอัจฉริยะ (Notebook Powerbank) ชาร์จแบบไร้สาย TSP06 (P-06),Gift Set,TSP06-2 (P-06),TSP06-2,P-06,,ProductCode,TSP06-2,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม 7 ชิ้น  TPY00-7,Gift Set,,TPY00-7,,,code เปล่า,TPY00-7,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม 5 ชิ้น Travel set,Gift Set,,,,,,,วัสดุแพ็กเกจ
ชุดของขวัญในกล่องพรีเมี่ยม 4 ชิ้นพร้อมสกรีน Model : TTT00-4,Gift Set,,TTT00-4,,,code เปล่า,TTT00-4,ตรงแคตตาล็อก (set)
Universal adapter with simple box,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม 4 ชิ้น  TPY00-4,Gift Set,,TPY00-4,,,code เปล่า,TPY00-4,ตรงแคตตาล็อก (set)
Powerbank Wallet,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
กระเป๋าเดินทาง 2in1 มีเพาเวอร์แบงค์ชาร์จไฟได้ Model : Lag 9001,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
กระเป๋าเดินทาง 2in1 มีเพาเวอร์แบงค์ชาร์จไฟได้ Model : Lag 9001,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
แท่นชาร์จไร้สาย (wireless) 6 in 1 TBH04-1(P-02),Gift Set,,TBH04-1,P-02,,ชื่อ/คำอธิบาย,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
พวงกุญแจ,Other,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
"Clock with Wireless charging, LED lamp) Model :  LED06-1",Gift Set,,LED06-1,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
Simple appearance Fresh color,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
สมุดโน๊ตอัจฉริยะ (Notebook with cable charging) Model : TNH00,Gift Set,,TNH00,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
เครื่องนวดคอ TBY01,Gift Set,,TBY01,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
กล่องกระดาษสีน้ำตาล มีหน้าต่าง,,,,,,,,วัสดุแพ็กเกจ
กล่องกระดาษสีดำ ฝาแถบแม่เหล็ก P-22 ขนาดเล็ก 85*58*26 mm,,,,,,,,วัสดุแพ็กเกจ
ชุดของขวัญในกล่องพรีเมี่ยม 3 ชิ้นพร้อมสกรีน Model : TTT00-3,Gift Set,,TTT00-3,,,code เปล่า,TTT00-3,ตรงแคตตาล็อก (set)
ไดร์เป่าผม with concentrator nozzle + Comb TCC00-2,Gift Set,,TCC00-2,,,code เปล่า,TCC00-2,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม 2 ชิ้นพร้อมสกรีน  TSB02-2,Gift Set,,TSB02-2,,,code เปล่า,TSB02-2,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม 8 ชิ้นพร้อมสกรีน Model : TDP10-8,Gift Set,,TDP10-8,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
สายชาร์จ + wireless หูฟังไร้สาย + ที่ชาร์จแบตในรถ  + แฟลชไดร์ฟ  + เพาเ,Gift Set,,TCZ003,P-04,,ชื่อ/คำอธิบาย,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
ที่ใส่บัตรอะคลิริก ห่วงคล้องแบบยืดได้ และสายคล้องคอพร้อมสกรีน,,,,,,,,บริการ/ค่าใช้จ่าย ไม่ใช่สินค้า
ชุดของขวัญในกล่องพรีเมี่ยม 3 ชิ้น  TPB01-3,Gift Set,,TPB01-3,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
ชุดของขวัญในกล่องพรีเมี่ยม 4 ชิ้น  TPG00-4,Gift Set,,TPG00-4,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
แฟลชไดร์ฟ USB 2.0 แบบกุญแจ,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
สมุดโน๊ต+ ปากกา TPT06,Gift Set,,TPT06,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
ร่มอัตโนมัติ SA00-0,Gift Set,,SA00-0,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
สมุดบันทึก โลโก้ปั๊มจม Seaglow ปกสีเทา รหัส   A89-01,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
กล่องกระดาษหนา 300 แกรมพร้อมปั๊มเคเงิน,,,,,,,,วัสดุแพ็กเกจ
Flash Drives USB 3.0 Metal Flash Drive,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ตัวอย่างปากกาเซมิเจล,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ร่ม,Gift Set,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม 6 ชิ้นพร้อมสกรีน Model : MC00-2,,,MC00-2,,,code เปล่า,MC00-2,ตรงแคตตาล็อก (set)
สมุดโน๊ตอัจฉริยะ (Notebook with cable charging) Model : TNL02,Gift Set,,TNL02,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
ชุดของขวัญในกล่องพรีเมี่ยม Business Gift Set ชุด 7 ชิ้น Model : TPF0(1,Gift Set,,TPF0,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
เครื่องรีดผ้าแบบพกพา + เครื่องนวดคอ+ เครื่องนวดตา + Vacuum Cup TYD0364,Gift Set,,TYD0364,P-2D,,ชื่อ/คำอธิบาย,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
ชุดของขวัญในกล่องพรีเมี่ยม 2 ชิ้น  TPJ00-2,Gift Set,,TPJ00-2,,,code เปล่า,TPJ00-2,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม 3 ชิ้น  TPC03-3,Gift Set,,TPC03-3,,,code เปล่า,TPC03-3,ตรงแคตตาล็อก (set)
ขวดน้ำสูญญากาศ มีหน้าจอแสดงอุณหภูมิ + Smart bracelet + เครื่องนวดคอ + ,Gift Set,TBHN0-4,TBHN0-4,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
ขวดน้ำสูญญากาศ มีหน้าจอแสดงอุณหภูมิ + เพาเวอร์แบงค์ TBHP0-2,Gift Set,TBHP0-2,TBHP0-2,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
ขวดน้ำสูญญากาศ มีหน้าจอแสดงอุณหภูมิ + Smart bracelet TBHW0-2,Gift Set,TBHW0-2,TBHW0-2,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
ขวดน้ำสูญญากาศ มีหน้าจอแสดงอุณหภูมิ + Smart bracelet + เพาเวอร์แบงค์ T,Gift Set,TBHW0-3,TBHW0-3,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
ขวดน้ำสูญญากาศ มีหน้าจอแสดงอุณหภูมิ + เครื่องนวดคอ + เพาเวอร์แบงค์ TBH,Gift Set,,TBHN0-3,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
Gift Set Model : SBE00-3,Gift Set,,SBE00-3,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
Smart brecelet,Gift Set,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
Bluetooth speaker,Gift Set,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
Earphone,Gift Set,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม 8 ชิ้น  TBT02-8,Gift Set,,TBT02-8,,,code เปล่า,TBT02-8,ตรงแคตตาล็อก (set)
SM-WATER FILLED BASE FOR BANNER,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ถ้วยอุ่นพร้อมช้อน + flower + ขวดน้ำสูญญากาศ TWR21-7 (P-PT),Gift Set,TWR21-7 (P-PT),TWR21-7,P-PT,,ProductCode,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
ชุดของขวัญในกล่องพรีเมี่ยม 5 ชิ้น  TPD10-5,Gift Set,,TPD10-5,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
ชุดของขวัญในกล่องพรีเมี่ยม Business Gift Set ชุด 3 ชิ้น Model : TPF09-,Other,TPF09-3 (P-A5),TPF09-3,P-A5,,ProductCode,TPF09-3,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม Business Gift Set ชุด 3 ชิ้น Model : TPF19-,Other,TPF19-3 (P-02),TPF19-3,P-02,,ProductCode,TPF19-3,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม 7 ชิ้นพร้อมสกรีน Model : TPJ0047,Gift Set,,TPJ0047,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
ถุงกำมะหยี่ ไม่สกรีน,,,,,,,,บริการ/ค่าใช้จ่าย ไม่ใช่สินค้า
แฟลชไดร์ฟ USB 3.0 แบบหนัง,Flash Drive,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
กล่องกระดาษสีดำ P-13 ฝาแยก ขนาดเล็ก  90*45*25 mm,,,,,,,,วัสดุแพ็กเกจ
แฟลชไดร์ฟ คิงสตัน DTX USB 3.2 ความจุ 64GB,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
สมุดโน๊ต,Gift Set,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ตัวอย่างสมุดโน๊ต 4 เล่ม ราคา 2100 บาท,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม 6 ชิ้นพร้อมสกรีน Model : TBW00-6,Gift Set,,TBW00-6,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
ขวดน้ำสูญญากาศ มีหน้าจอแสดงอุณหภูมิ + Smart bracelet + หูฟังไร้สาย TBH,Gift Set,,TBH03-3,,,code เปล่า,TBH03-3,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม 3 ชิ้นพร้อมสกรีน  TSB03-3,Gift Set,,TSB03-3,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
ขวดน้ำสูญญากาศ + สายชาร์จ + เพาเวอร์แบงค์ TBF7033,Gift Set,,TBF7033,,,code เปล่า,TBF7033,ตรงแคตตาล็อก (set)
แก้วมัค + เครื่องนวดคอ + ร่มขนาดเล็ก + พาวเวอร์แบงค์ Mag safe  TTT07-5,Gift Set,TTT07-5,TTT07-5,,,code เปล่า,TTT07-5,ตรงแคตตาล็อก (set)
แก้วมัค + เครื่องนวดคอ + พาวเวอร์แบงค์ Mag safe  TTT05-3,Gift Set,TTT05-3,TTT05-3,,,code เปล่า,TTT05-3,ตรงแคตตาล็อก (set)
แก้วมัค + เครื่องนวดคอ + ร่มขนาดเล็ก  TTT06-3,Gift Set,TTT06-3,TTT06-3,,,code เปล่า,TTT06-3,ตรงแคตตาล็อก (set)
สายรัดข้อมือกระดาษไทเวค Customized Tyvek Wristbands) ขนาด 1.9x25 cm,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
สมุด+ปากกา+แก้วน้ำดีไซน์สัญลักษณ์มังกร TBC21-3,Gift Set,TBC21-3,TBC21-3,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
"สมุดโน๊ตอัจฉริยะ (Notebook with Wireless  & cable charging, LED lamp) ",Gift Set,,TNW08-0,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
ลำโพงไม้,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
กล่องเหล็กฝาทึบ(ฝาติดกับกล่อง)P-11 ขนาดเล็ก,,,,,,,,วัสดุแพ็กเกจ
กล่องเหล็กฝาทึบขนาดใหญ่(ฝาแยกกับกล่อง)P-12 ขนาด 115*85*22,,,,,,,,วัสดุแพ็กเกจ
ขวดน้ำสูญญากาศ มีหน้าจอแสดงอุณหภูมิ + เครื่องนวดตา + Smart bracelet + ,Gift Set,,TBH01-4,P-13,,ชื่อ/คำอธิบาย,TBH01-4,ตรงแคตตาล็อก (set)
Vacuum flask with 3 lids,Gift Set,TAB01-1,TAB01-1,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
กระเป๋าเอนกประสงค์,Other,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
Power Bank with 4 cables+simple box,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ไวเรทชาร์ท 6in1,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
พัดลมขนาดเล็กพกพา หน้าดิจิตอล ห้อยคอได้ ลมแรงเบา Model:FAN-9001,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
กล่องกระดาษสีดำ ฝาแยก P-21 ขนาด 100*80*26 mm,,,,,,,,วัสดุแพ็กเกจ
แพกเกจ,Other,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม 4 ชิ้น  TPC03-4,Gift Set,,TPC03-4,,,code เปล่า,TPC03-4,ตรงแคตตาล็อก (set)
แก้วเก็บความเย็น,Other,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญ พัดลม ร่ม S-KB-004,Gift Set,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม 5 ชิ้นพร้อมสกรีน Model : TTT00-5,Gift Set,,TTT00-5,,,code เปล่า,TTT00-5,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม 2 ชิ้นพร้อมสกรีน  Model : DAP00-2,Gift Set,,DAP00-2,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
ตะเกียบเกาหลี,Other,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
Power Bank with 4 cables,Gift Set,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
กล่องของขวัญ และภุง,Gift Set,,,,,,,วัสดุแพ็กเกจ
chipset แบบเปลือย,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
กล่องการ์ดแบบพลาสติกใส P-17 ขนาด 104*72*10 mm,,,,,,,,วัสดุแพ็กเกจ
สมุดบันทึก โลโก้ปั๊มจม Sea Excellent ปกสีเขียว รหัส A103-11,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม 6 ชิ้น  TPT0(1)4-6,Gift Set,,TPT0,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
ชุดของขวัญในกล่องพรีเมี่ยม 2 ชิ้นพร้อมสกรีน  TBX03-2,Gift Set,TBX03-2,TBX03-2,,,code เปล่า,TBX03-2,ตรงแคตตาล็อก (set)
สมุดบันทึก โลโก้ปั๊มจม SEA LEGEND ปกสีมุกรหัส A115-08,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
สมุดบันทึก โลโก้ปั๊มจม Sea & Worldwide ปกสีฟ้า รหัส A115-11,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม 3 ชิ้น  THY00-3,Gift Set,,THY00-3,,,code เปล่า,THY00-3,ตรงแคตตาล็อก (set)
เพาเวอร์แบงค์ แบบขึ้นโมล์ด,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม 3 ชิ้นพร้อมสกรีน Model : TPJ01-3,Gift Set,,TPJ01-3,,,code เปล่า,TPJ01-3,ตรงแคตตาล็อก (set)
ชุดของขวัญในกล่องพรีเมี่ยม 3 ชิ้น  TPT03-3,Gift Set,,TPT03-3,,,code เปล่า,TPT03-3,ตรงแคตตาล็อก (set)
กล่องกระดาษสีขาว ฝาแยก ขนาด 100*80*26 mm,,,,,,,,วัสดุแพ็กเกจ
ถุงกระดาษสีน้ำเงิน ขนาด กว้าง 25 Cm.X สูง 26 Cm.,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
USB HUB,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ซองพลาสติกใสใส่การ์ด,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ดินสอไม้,Other,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
กระจกพร้อมด้ามจับ  แบบแบน Size 13.6 CM,Other,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม 3 ชิ้น สมุดโน๊ต + ปากกา + เพาเวอร์แบงค์,Gift Set,,,,,,,วัสดุแพ็กเกจ
เครื่องบดกระเทียมแบบดึง,Other,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ค่าบล๊อคขึ้นตัวอย่างใหม่,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ช้อนเกาหลี,Other,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ตัวพีวีซี,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
กล่องเหล็กสำหรับใส่ปากกา,,,,,,,,วัสดุแพ็กเกจ
FG-012094 USB Flash drive พลาสติก แบบเปลือย,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ค่าตัวอย่างทางเครื่องบิน,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม 2 ชิ้น  TPB00-2,Gift Set,,TPB00-2,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
ชุดของขวัญ  VIP-3800,Other,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญ VIP-3000,Gift Set,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
USB 3.0 TYPE-C HUB,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
USB 2.0 TO LAN TP-LINK(UE300),,,UE300,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
USB 3.0 TO RJ45 (1000 Mbs),,,RJ45,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
หูฟังไร้สาย,Gift Set,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
USB 3.0 TO LAN TP-LINK(UE300),,,UE300,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
ซองหนังสำหรับใส่การ์ด,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
Flash Drive USB 2.0 Crystal,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่อง Luxury Gift พร้อมสกรีน  TXH0404,Gift Set,,TXH0404,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
ถุงผ้าพับได้,Other,,,,,,,วัสดุแพ็กเกจ
Hard Disk External (HDD) ฮาร์ดดิสพกพา,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
กล่องพลาสติกใส ไม่สกรีน,,,,,,,,บริการ/ค่าใช้จ่าย ไม่ใช่สินค้า
โมลเดล แบบขึ้นโมล์ด,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
กล่องเหล็กกลม,,,,,,,,วัสดุแพ็กเกจ
ไดร์เป่าผม DF1010 (P-02),Gift Set,,DF1010,P-02,,ชื่อ/คำอธิบาย,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
ชุดวิทยุรุ่น H998BT พร้อม SD Card 16GB,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ถ่านชาร์จ,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
แฟลชไดร์ฟ USB 3.0 แบบการ์ด,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ไดร์เป่าผม + แปรงหวีผม TMQ1832,Gift Set,,TMQ1832,,,code เปล่า,TMQ1832,ตรงแคตตาล็อก (set)
สั่งทำสีพิเศษ แพนโทน #7474C1,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
Umbrella without box 50*280mm,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
Horizontal model nonwoven bag 30-40-10cm,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
unfold size: 64*42.5cm,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
smart finder anti-lost finder,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
Key ring (EQYO),,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
พวงกุญแจ 3D,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ปากกา,Other,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ที่วางโทรศัพท์ไม้,Other,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ปืนนวด TJM01-1,Gift Set,,TJM01-1,,,code เปล่า,,มีรหัส แต่ไม่อยู่ในแคตตาล็อกใบราคา
Phone Stand,Other,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
Mini Wireless Charger,Other,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
แฟลชไดร์ฟดินสอ สั่งทำสีพิเศษ พร้อมพวงกุญแจ,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม 2 ชิ้นพร้อมสกรีน,Gift Set,,,,,,,บริการ/ค่าใช้จ่าย ไม่ใช่สินค้า
ร่มใสแบบญี่ปุ่น,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม 3 ชิ้นพร้อมสกรีน Model : TTP 00-3,Gift Set,,,,,,,บริการ/ค่าใช้จ่าย ไม่ใช่สินค้า
สกรีนโลโก้ 1 สี 1 ตำแหน่ง,,,,,,,,บริการ/ค่าใช้จ่าย ไม่ใช่สินค้า
พัด,Other,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
Power Bank,Other,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ชุดของขวัญในกล่องพรีเมี่ยม 6 ชิ้น Model : TPY02-6,Gift Set,,TPY02-6,,,code เปล่า,TPY02-6,ตรงแคตตาล็อก (set)
พัดลมขนาดเล็กพกพา หน้าจอดิจิตอล ห้อยคอ,Gift Set,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ค่าขนส่ง,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
ร่ม,Gift Set,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
กล่องกระดาษดำ ฝาแยก,,,,,,,,วัสดุแพ็กเกจ
สายชาร์จ 3 หัว และกล่องพร้อมสกรีน,Gift Set,,,,,,,บริการ/ค่าใช้จ่าย ไม่ใช่สินค้า
ปลอกสวมขวดน้ำ,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
สายชาร์จ,,,,,,,,สินค้า ไม่มีรหัส — ต้องออกรหัส
กล่องกระดาษมีหน้าต่าง P-01,,,,,,,,วัสดุแพ็กเกจ
